NAME	SYMBOL	RANK IN GENE LIST	RANK METRIC SCORE	RUNNING ES	CORE ENRICHMENT	
row_0	RET	285	1.3916513919830322	0.0649364	Yes	
row_1	JUP	316	1.3569836616516113	0.1427024	Yes	
row_2	TIAM1	451	1.215667963027954	0.20612685	Yes	
row_3	HRAS	520	1.158835768699646	0.2700675	Yes	
row_4	NTRK2	663	1.0710766315460205	0.32455322	Yes	
row_5	CTNNA1	760	1.0241187810897827	0.37896815	Yes	
row_6	CTNND1	866	0.9785522222518921	0.43018854	Yes	
row_7	SNX1	1158	0.8614848852157593	0.46370944	Yes	
row_8	IGF1R	1450	0.771206259727478	0.49194032	Yes	
row_9	CASP3	1601	0.7383151650428772	0.5264611	Yes	
row_10	CREBBP	1756	0.7013559937477112	0.5585832	Yes	
row_11	RAB5A	1960	0.6586254239082336	0.58534575	Yes	
row_12	BDNF	2181	0.6134279370307922	0.6084692	Yes	
row_13	CDC42	2930	0.4920944571495056	0.59371185	No	
row_14	IQGAP1	4257	0.33048343658447266	0.53579974	No	
row_15	CTNNB1	4288	0.3271506428718567	0.5532212	No	
row_16	MMP7	5043	0.2537032961845398	0.52414536	No	
row_17	RAC1	5206	0.23832759261131287	0.5286694	No	
row_18	RIN2	5288	0.23148749768733978	0.5375132	No	
row_19	ROBO1	5811	0.1856774538755417	0.5179719	No	
row_20	ARF6	5899	0.17787134647369385	0.52332425	No	
row_21	RAB7A	6155	0.15688598155975342	0.5176562	No	
row_22	EGFR	6417	0.13925552368164062	0.5106054	No	
row_23	HGS	6444	0.13747447729110718	0.5171457	No	
row_24	ADAM10	7362	0.07491707801818848	0.4680942	No	
row_25	FYN	7586	0.06180203706026077	0.4587195	No	
row_26	IGF2	7897	0.04360080137848854	0.443208	No	
row_27	EGF	8211	0.025776008144021034	0.42647725	No	
row_28	PTPN6	9091	-0.023837033659219742	0.37664723	No	
row_29	CDH2	9278	-0.03299485146999359	0.36774084	No	
row_30	SRC	9438	-0.043042682111263275	0.3609967	No	
row_31	PTPN1	10094	-0.08160116523504257	0.32760584	No	
row_32	ZBTB33	12425	-0.2676699161529541	0.20750153	No	
row_33	MET	12952	-0.31936854124069214	0.19556092	No	
row_34	MMP3	13224	-0.3470894992351532	0.20010565	No	
row_35	GNA13	14670	-0.5324848294258118	0.14709498	No	
